Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Accessory Type","Temperature Range","Voltage","Current","Power - Rated","Includes","For Use With/Related Products","Compatible Tools","Features","Approval Marks","Approved Countries","Nozzle Opening","Air Flow","Color"
-,-,133-30071-ND,30071,Master Appliance Co,STAND KIT (D MODEL),0,0,"15.52962","0","26","HG/VT-D","Active","-","Stand","-","-","-","-","-","-","HG201D, HG301D, HG501Dx, HG801Dx, HG202Dxx, HG302Dxx, HG502Dxx, VT751D, VT752Dxx","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Heat_Tools_Catalog.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_71030.jpg,110049857-ND,110049857,Steinel America,TORCH GAS THERMATORCH MINI,0,0,"15.54000","0","1","ThermaTorch™ 30 Mini","Active","Butane Torch, Hand-Held","-","2400°F (1316°C)","-","-","-","Torch","-","-","5 ml Refillable Fuel Tank, Waterproof, Windproof","-","-","Circular - 0.66"" (16.75mm)","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51309.jpg,51309-ND,51309,Master Appliance Co,ATTACHEMENT HEAT REDUCER 3/8"",0,0,"15.79000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle, Reduction","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A, VT-750C, VT-752C, VTS-750, VTS-752","-","-","-","Circular - 0.37"" (9.52mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51542.jpg,51542-ND,51542,Master Appliance Co,"ATTACHMENT, GLASS PROTECTOR",0,0,"15.79000","0","1","-","Active","-","Nozzle, Glass Protector","-","-","-","-","-","-","HG201A, HG202A, HG301A, HG302A, HG501x, HG502A, HG751x, HG752A, VT-750C, VT-752C","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51543.jpg,51543-ND,51543,Master Appliance Co,"ATTACHMENT, 2-1/4"" SPREADER",0,0,"15.79000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle, Spreader","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A, VT-750C, VT-752C, VTS-750, VTS-752","-","-","-","Flat - 2.25"" (57.15mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_A-160-HG.jpg,A-160-HG-ND,A-160-HG,Master Appliance Co,"ATTACHMENT, SHRINK TUBING UP TO",0,0,"15.79000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle, Reflector","-","-","-","-","Reducer Attachment, Shrink Tubing Reflector, Spreader Attachments","Heat Shrink Tubing up to 0.75"" Dia","HG-201AK, HG-301AK, HG-501AK, HG-751BK, VTS-750, VTS-752","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_30202.jpg,MA30202-ND,30202,Master Appliance Co,"ATTACHMENT, SOLDER PREFORM",0,0,"15.79000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle, Reflector","-","-","-","-","-","-","HG-201AK, HG-301AK, HG-501AK, HG-751BK, VTS-750, VTS-752","-","-","-","-","-","Silver"
-,-,133-30091-ND,30091,Master Appliance Co,HANDLE KIT D MODELS,0,0,"16.03080","0","25","HG, Varitemp® VT","Active","-","Handle Kit","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,133-30089-ND,30089,Master Appliance Co,ELEMENT CONNECTOR KIT 15 AMP,0,0,"16.03080","0","25","HG, Varitemp® VT","Active","-","Element Connector Kit","-","-","15A","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,133-30090-ND,30090,Master Appliance Co,ELEMENT CONNECTOR KIT 20 AMP,0,0,"16.03080","0","25","HG, Varitemp® VT","Active","-","Element Connector Kit","-","-","20A","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_SWH-019.jpg,SWH-019-ND,SWH-019,Master Appliance Co,"SWITCH KIT, SNAP-IN ROCKER",0,0,"16.12800","0","10","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Switch","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","Red"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35266.jpg,MA35266-ND,35266,Master Appliance Co,ATTACHMENT 1-1/2"" ANGLE SLIT,0,0,"16.35000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","-","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","Flat - 1.57"" (40.0mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35296.jpg,MA35296-ND,35296,Master Appliance Co,ATTACHMENT 3/4"" PLASTIC WELDING,0,0,"16.35000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (35294), Plastic Lap Welding","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","Flat - 0.79"" (20.0mm)","-","Silver"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_BLW-001.jpg,BLW-001-ND,BLW-001,Master Appliance Co,BLOWER WHEEL,0,0,"16.37000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Blower Wheel","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A, VT-750C, VT-752C, VTS-750, VTS-752","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,PR-51-REFLECTOR-ND,PR-51-REFLECTOR,TE Connectivity Raychem Cable Protection,PR-51-REFLECTOR,0,0,"16.77200","0","250","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Molded Part Transitions 0.85"" x 0.14"" (21.5mm x 3.5mm)","CV-1981, CV-1983","-","-","-","-","-","-"
-,-,CV-1981-PID-S-BRSH42V120V-ND,CV-1981-PID-S-BRSH42V120V,TE Connectivity Raychem Cable Protection,CV-1981-PID-S-BRSH42V120V,0,0,"16.97953","0","106","-","Active","-","-","-","-","-","-","-","-","CV-1981","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_BRH-040K.jpg,BRH-040K-ND,BRH-040K,Master Appliance Co,"BRUSH HOLDER KIT, 120V (2), INCL",0,0,"17.92000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Brush Holder","-","120V","-","-","Brushes","-","-","-","-","-","-","-","-"
-,-,3-1194214-0-ND,3-1194214-0,TE Connectivity AMP Connectors,CLTEQ-SCREW-24-SET,0,0,"18.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35215.jpg,MA35215-ND,35215,Master Appliance Co,CARRYING CASE FOR EC-100 HEAT GU,0,0,"18.06000","0","1","-","Active","-","Storage Case","-","-","-","-","-","Heat Gun","EC-100, EC-100K","-","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_30018.jpg,MA30018-ND,30018,Master Appliance Co,"SPRING CLIP ASSEMBLY KIT, W/THER",0,0,"18.25000","0","1","-","Active","-","Spring Clip Assembly","-","-","-","-","Thermostat","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,PR-26-REFLECTOR-ND,PR-26-REFLECTOR,TE Connectivity Raychem Cable Protection,PR-26-REFLECTOR,0,0,"18.33000","0","82","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Small SolderSleeve Products","CV-1981, CV-1983","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35295.jpg,MA35295-ND,35295,Master Appliance Co,ATTACHMENT PLASTIC WELDING,0,0,"18.61000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (35294), Plastic Welding","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35028.jpg,MA35028-ND,35028,Master Appliance Co,"SWITCH KIT, 3-POSITION (PH-1200-",0,0,"18.96000","0","1","Proheat® Varitemp® PH","Active","-","Switch","-","120V","-","-","-","-","-","-","-","-","-","-","Black"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,//media.digikey.com/photos/Steinel%20Photos/MFG_07091.jpg,07091-ND,07091,Steinel America,TIP WELD ROD PLASTIC FOR 07062,0,0,"19.18000","0","1","-","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (07062), Plastic Welding","HG2000E, HG2310LCD, HG2510ESD, HL1910E, HL2010E","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50175.jpg,50175-ND,50175,Master Appliance Co,"CORDSET KIT, 120V, W/GROUND TAB",0,0,"19.49000","0","1","-","Active","-","Cordset","-","120V","-","-","-","-","-","3-Wire Grounded","-","-","-","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/MT-70.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MT-70.jpg,MT-70-ND,MT-70,Master Appliance Co,TRIGGERTORCH MINI BENCHTOP,0,0,"19.52100","0","10","Microtorch® MT","Active","Butane Torch, Bench Top","-","2500°F (1371°C)","-","-","-","Torch, Removable Bench-Top Stand","-","-","Child Resistant (CPSC Compliant), Hands-Free, Refillable Self-Contained Fuel Tank, Removable Base, Safety Lock, Self-Igniting","CSAus, GS","Germany, United States","-","-","Red"
"//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Accessories,%20HB%201750.pdf",-,110050525-ND,110050525,Steinel America,KEY BLUE FOR HB1750,0,0,"19.67000","0","1","-","Active","-","Temperature Key(s)","200°F ~ 300°F (93°C ~ 150°C)","-","-","-","-","-","HB1750","-","-","-","-","-","Blue"
"//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Accessories,%20HB%201750.pdf",-,110050526-ND,110050526,Steinel America,KEY GRAY FOR HB1750,0,0,"19.67000","0","1","-","Active","-","Temperature Key(s)","300°F ~ 500°F (149°C ~ 260°C)","-","-","-","-","-","HB1750","-","-","-","-","-","Gray"
"//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Accessories,%20HB%201750.pdf",-,110050527-ND,110050527,Steinel America,KEY YELLOW FOR HB1750,0,0,"19.67000","0","1","-","Active","-","Temperature Key(s)","500°F ~ 750°F (260°C ~ 371°C)","-","-","-","-","-","HB1750","-","-","-","-","-","Yellow"
"//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Accessories,%20HB%201750.pdf",-,110050528-ND,110050528,Steinel America,KEY ORANGE FOR HB1750,0,0,"19.67000","0","1","-","Active","-","Temperature Key(s)","750°F ~ 1000°F (400°C ~ 540°C)","-","-","-","-","-","HB1750","-","-","-","-","-","Orange"
"//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Accessories,%20HB%201750.pdf",-,110050529-ND,110050529,Steinel America,KEY RED FOR HB1750,0,0,"19.67000","0","1","-","Active","-","Temperature Key(s)","1000°F ~ 1200°F (538°C ~ 649°C)","-","-","-","-","-","HB1750","-","-","-","-","-","Red"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_845.jpg,MA845-ND,845,Master Appliance Co,"SWITCH, TOGGLE",0,0,"19.69000","0","1","Masterflow®","Active","-","Switch","-","-","-","-","-","-","AH-301, AH-501, AH-751, AH-302, AH-502, AH-752","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,7-1197642-2-ND,7-1197642-2,TE Connectivity Raychem Cable Protection,PR-34-REFLECTOR,0,0,"19.93500","0","76","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","SolderSleeve Products from 0.47"" up to 0.79""","CV-1981, CV-1983","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_BRH-025K.jpg,BRH-025K-ND,BRH-025K,Master Appliance Co,"BRUSH HOLDER KIT, 230V (2), INCL",0,0,"19.96000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Brush Holder","-","220V","-","-","Brushes","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35217.jpg,MA35217-ND,35217,Master Appliance Co,"SWITCH KIT, MOMENTARY CONTACT",0,0,"19.98000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Switch","-","-","-","-","-","-","-","-","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_40061.jpg,MA40061-ND,40061,Master Appliance Co,"ATTACHMENT, 1/4"" PINPOINT",0,0,"20.54000","0","1","-","Active","-","Nozzle, Reduction","-","-","-","-","-","-","10008, 10009, 10010, 10012, 10014","-","-","-","Pinpoint","-","Silver"
-,-,133-30075-ND,30075,Master Appliance Co,SWITCH BEZEL KIT (3 POS.),0,0,"20.78200","0","20","HG, Varitemp® VT","Active","-","Switch Bezel Kit","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,PR-12-REFLECTOR-ND,PR-12-REFLECTOR,TE Connectivity Raychem Cable Protection,PR-12-REFLECTOR,0,0,"20.82000","0","73","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing from 0.25"" up to 1.00""","CV-1981, CV-1983","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,6-1197672-9-ND,6-1197672-9,TE Connectivity Raychem Cable Protection,PR-13-REFLECTOR,0,0,"20.88000","0","72","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 0.25""","CV-1981, CV-1983","-","-","-","-","-","-"
-,-,MA35452-ND,35452,Master Appliance Co,"CORDSET KIT, W/EUROPEAN PLUG, ST",0,0,"20.93000","0","1","Proheat® STC PH","Active","-","Cordset","-","-","-","-","-","-","PH-1600, PH-1610, PH-2600, PH-2610","3-Wire Grounded","-","Europe","-","-","Black"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T6959.jpg,T6959-ND,T6959,Apex Tool Group,BAFFLE ADAPTER,0,0,"21.10000","0","1","Weller®","Not For New Designs","-","Nozzle Adapter","-","-","-","-","-","Nozzles for 6966C","1095","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50218.jpg,50218-ND,50218,Master Appliance Co,"CORDSET KIT, 230V, USA W/GROUND",0,0,"21.13000","0","1","-","Active","-","Cordset","-","230V","-","-","-","-","-","3-Wire Grounded","-","United States","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35352.jpg,35352-ND,35352,Master Appliance Co,ATTACHMENT NOZZLE ADAPTER TSA-4,0,0,"21.60000","0","1","Proheat®","Active","-","Nozzle Adapter","-","-","-","-","-","TSA-4 Applicator","PH-1000, PH-1100, PH-1200, PH-1200-1, PH-1300, PH-1400, PH-1500, PH-1600, PH-1610, PH-2000, PH-2100, PH-2200, PH-2600, PH-2610","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,8-1197645-1-ND,8-1197645-1,TE Connectivity Raychem Cable Protection,PR-25D-REFLECTOR,0,0,"21.73500","0","70","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","SolderSleeve Products from 0.25"" up to 0.50""","CV-1981, CV-1983, HL1910E, HL2010E","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,9-1197714-8-ND,9-1197714-8,TE Connectivity Raychem Cable Protection,PR-33-REFLECTOR,0,0,"21.73500","0","70","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","SolderSleeve Products from 0.75"" up to 1""","CV-1981, CV-1983","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_805.jpg,MA805-ND,805,Master Appliance Co,"LEAD WIRE, WITH THERMAL FUSE (SW",0,0,"21.74000","0","1","Masterflow®","Active","-","Lead Wire","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35018.jpg,MA35018-ND,35018,Master Appliance Co,"NOZZLE KIT, WITH BACKPLATE (ALL",0,0,"21.74000","0","1","Proheat®","Active","-","Nozzle Kit","-","-","-","-","-","-","PH Models","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_40309.jpg,40309-ND,40309,Master Appliance Co,HEAT SHRINK NOZZLE REFLECTOR,0,0,"21.85000","0","1","Masterflow®","Active","-","Nozzle, Reflector","-","-","-","-","-","-","AH-301, AH-302, AH-501, AH-502, AH-751, AH-752","-","-","-","-","-","Silver"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,7-1197672-9-ND,7-1197672-9,TE Connectivity Raychem Cable Protection,PR-25-REFLECTOR,0,0,"22.08000","0","68","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","SolderSleeve Products up to 0.28""","CV-1981, CV-1983","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35225.jpg,MA35225-ND,35225,Master Appliance Co,"ATTACHMENT KIT W/SPREADERS (2),",0,0,"22.45000","0","1","-","Active","-","Nozzle Kit","-","-","-","-","4 Nozzles: 1 Reduction, 1 Reflector, 2 Spreader","-","EC-100, EC-100K","-","-","-","-","-","Silver"
-,-,133-30076-ND,30076,Master Appliance Co,SWITCH BEZEL KIT (MC),0,0,"22.47833","0","18","HG, Varitemp® VT","Active","-","Switch Bezel Kit","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,2-2280624-3-ND,2-2280624-3,TE Connectivity AMP Connectors,"FUSE, IEC, 5X20MM, 250V",0,0,"23.10000","0","1","Model 17","Active","-","Fuse","-","250V","1A","-","-","2280355","Model 17 Belt Heaters","-","-","-","-","-","-"
-,-,2-2280624-4-ND,2-2280624-4,TE Connectivity AMP Connectors,"FUSE, MDL-1",0,0,"23.10000","0","1","Model 17","Active","-","Fuse","-","-","-","-","-","2280355","Model 17 Belt Heaters","-","-","-","-","-","-"
-,-,133-30077-ND,30077,Master Appliance Co,NOZZLE SHIELD KIT,0,0,"23.33500","0","18","HG, Varitemp® VT","Active","-","Nozzle Kit","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_843.jpg,MA843-ND,843,Master Appliance Co,"CORDSET KIT, 230V, USA, W/STRAIN",0,0,"23.60000","0","1","Masterflow®","Active","-","Cordset","-","220/240V","-","-","-","-","AH-302, AH-502, AH-752","6' Cord, 3-Wire Grounded","-","United States","-","-","Black"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSG-A1.jpg,HSG-A1-ND,HSG-A1,Panduit Corp,REFLECTOR SHRINK TUBE .75"" ID,0,0,"24.08000","0","1","-","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 0.75"" Dia","HSG-115V-650","-","-","-","-","-","Silver"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSG-A2.jpg,HSG-A2-ND,HSG-A2,Panduit Corp,REFLECTOR SHRINK TUBE 1.5"" ID,0,0,"24.08000","0","1","-","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 1.50"" Dia","HSG-115V-650","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35235.jpg,MA35235-ND,35235,Master Appliance Co,"CORDSET KIT, 120V",0,0,"24.18000","0","1","Proheat®","Active","-","Cordset","-","120V","-","-","-","-","-","3-Wire Grounded","-","-","-","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773872-1_raychem-tooling&DocType=DS&DocLang=English,-,AES-IR550-C23-BUTTON-ND,AES-IR550-C23-BUTTON,TE Connectivity Raychem Cable Protection,REPLACEMENT PUSHBUTTON CAP,0,0,"24.37500","0","64","IR-550","Active","-","Pushbutton Cap","-","-","-","-","-","-","IR-550 Infrared Heaters","-","-","-","-","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35264.jpg,MA35264-ND,35264,Master Appliance Co,ATTACHMENT 3/8"" REFLCTR W/SHRINK,0,0,"24.58000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Reflector/Reducer","-","-","-","-","-","-","PH-1200, PH-1300, PH-1400, PH-1500","-","-","-","Circular - 0.35"" (9.00mm)","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50737.jpg,50737-ND,50737,Master Appliance Co,HANDLE KIT,0,0,"24.71000","0","1","Masterflow®","Active","-","Handle Kit","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,133-30081-ND,30081,Master Appliance Co,CORDSET KIT 220V UL/CUL (-02),0,0,"25.03176","0","17","HG, Varitemp® VT","Active","-","Cordset","-","220V","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,133-30079-ND,30079,Master Appliance Co,CORDSET KIT 120V 15 AMP (-00),0,0,"25.03176","0","17","HG, Varitemp® VT","Active","-","Cordset","-","120V","15A","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35236.jpg,MA35236-ND,35236,Master Appliance Co,"CORDSET KIT, 120V (FOR PH-1200 W",0,0,"25.43000","0","1","Proheat® Varitemp® PH","Active","-","Cordset","-","120V","-","-","-","-","PH-1200","3-Wire Grounded","-","-","-","-","Black"
-,-,MA35453-ND,35453,Master Appliance Co,"CORDSET KIT, W/BRITISH PLUG, STR",0,0,"25.74000","0","1","-","Active","-","Cordset","-","240V","-","-","-","-","-","3-Wire Grounded","-","United Kingdom","-","-","Black"
-,-,35444-ND,35444,Master Appliance Co,"CORDSET KIT, 120V, W/CLAMP, CONN",0,0,"26.20000","0","1","Proheat® STC PH","Active","-","Cordset","-","120V","-","-","-","-","PH-1600, PH-1610, PH-2600, PH-2610","3-Wire Grounded","-","-","-","-","Black"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_839.jpg,MA839-ND,839,Master Appliance Co,HEAT SHRINK NOZZLE SHIELD,0,0,"26.43000","0","1","Masterflow®","Active","-","Nozzle, Shield","-","-","-","-","-","-","AH-501, AH-502, AH-751, AH-752","-","-","-","-","-","Silver"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51211.jpg,51211-ND,51211,Master Appliance Co,CORDSET KIT 120V,0,0,"26.54000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Cordset","-","120V","-","-","-","-","HG-201A, HG-301A, HG-501x, HG-751B, VT-750C, VTS-750","6' Cord, 3-Wire Grounded","-","-","-","-","Black"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51212.jpg,51212-ND,51212,Master Appliance Co,CORDSET KIT 220/240V 20 AMP,0,0,"26.54000","0","1","HG","Active","-","Cordset","-","220/240V","20A","-","-","-","HG-201x, HG-202A, HG-301x, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A","6' Cord, 3-Wire Grounded","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51265.jpg,51265-ND,51265,Master Appliance Co,"CORDSET KIT, 230V, USA, INCL. GU",0,0,"26.54000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Cordset","-","220/240V","-","-","-","-","HG-202A, HG-302A, HG-502A, HG-752A, VT-752C, VTS-752","6' Cord, 3-Wire Grounded","-","United States","-","-","Black"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,-,HSG-P3-ND,HSG-P3,Panduit Corp,REPLACEMENT BEARING KIT,0,0,"27.14000","0","1","-","Active","-","Bearing Kit","-","-","-","-","-","-","HSG-115V-650","-","-","-","-","-","-"
-,-,133-30097-ND,30097,Master Appliance Co,CORDSET KIT 220-240V (-03) EURO,0,0,"27.56867","0","15","HG/VT-D","Active","-","Cordset","-","-","-","-","-","-","-","-","-","Europe","-","-","-"
-,-,133-30098-ND,30098,Master Appliance Co,CORDSET KIT 220-240V (-04) UK,0,0,"27.56867","0","15","HG/VT-D","Active","-","Cordset","-","-","-","-","-","-","-","-","-","United Kingdom","-","-","-"
